gene	突变类型	突变频率	相关通路	PMID	文献类型	IF	年份	引用量	备注	Drug_anno(敏感增加或.)	Drug_anno(毒性增加或敏感降低或耐药提高)
EGFR	amp	0.40%		28667006	research	3.46	2017	5	489 CCA(ICC和ECC）,94例DNA测序	Afatinib:FDA;Afatinib + Cetuximab:ESMO 2012 (abstr 1289);EGFR TK inhibitors:PMID: 22753918;Gefitinib:FDA;HSP90 inhibitors:ESMO 2012 (abstr 4380);MEK inhibitor (alone or in combination)s:PMID: 23102728||Afatinib:FDA;Afatinib + Cetuximab:ESMO 2012 (abstr 1289);EGFR TK inhibitors:PMID: 22753918;Gefitinib:FDA;HSP90 inhibitors:ESMO 2012 (abstr 4380);MEK inhibitor (alone or in combination)s:PMID: 23102728||Afatinib:FDA;Afatinib + Cetuximab:ESMO 2012 (abstr 1289);EGFR TK inhibitors:PMID: 22753918;Gefitinib:FDA;HSP90 inhibitors:ESMO 2012 (abstr 4380);MEK inhibitor (alone or in combination)s:PMID: 23102728||Afatinib:FDA;Afatinib + Cetuximab:ESMO 2012 (abstr 1289);EGFR TK inhibitors:PMID: 22753918;Gefitinib:FDA;HSP90 inhibitors:ESMO 2012 (abstr 4380);MEK inhibitor (alone or in combination)s:PMID: 23102728||Afatinib:FDA;Afatinib + Cetuximab:ESMO 2012 (abstr 1289);EGFR TK inhibitors:PMID: 22753918;Gefitinib:FDA;HSP90 inhibitors:ESMO 2012 (abstr 4380);MEK inhibitor (alone or in combination)s:PMID: 23102728||Afatinib:FDA;Afatinib + Cetuximab:ESMO 2012 (abstr 1289);EGFR TK inhibitors:PMID: 22753918;Erlotinib:NCCN;Erlotinib:FDA;Gefitinib:FDA;HSP90 inhibitors:ESMO 2012 (abstr 4380);MEK inhibitor (alone or in combination)s:PMID: 23102728;Osimertinib:NCT02465060||Afatinib:FDA;Afatinib + Cetuximab:ESMO 2012 (abstr 1289);EGFR TK inhibitors:PMID: 22753918;Gefitinib:FDA;HSP90 inhibitors:ESMO 2012 (abstr 4380);MEK inhibitor (alone or in combination)s:PMID: 23102728||Afatinib:FDA;Afatinib + Cetuximab:ESMO 2012 (abstr 1289);EGFR TK inhibitors:PMID: 22753918;Gefitinib:FDA;HSP90 inhibitors:ESMO 2012 (abstr 4380);MEK inhibitor (alone or in combination)s:PMID: 23102728||Afatinib:FDA;Afatinib + Cetuximab:ESMO 2012 (abstr 1289);EGFR TK inhibitors:PMID: 22753918;Gefitinib:FDA;HSP90 inhibitors:ESMO 2012 (abstr 4380);MEK inhibitor (alone or in combination)s:PMID: 23102728||Afatinib:FDA;Afatinib + Cetuximab:ESMO 2012 (abstr 1289);EGFR TK inhibitors:PMID: 22753918;Erlotinib:NCCN;Gefitinib:FDA;HSP90 inhibitors:ESMO 2012 (abstr 4380);MEK inhibitor (alone or in combination)s:PMID: 23102728||Afatinib:PMID: 27553514;Afatinib + Cetuximab:PMID: 25074459;Afatinib + Nimotuzumab:PMID: 26667485;AZD9291:PMID: 25939061;AZD9291:PMID: 26473643;EGFR inhibitor 3rd gens:ASCO 2014 (abstr 8009),ENA 2014 (abstr 10LBA),ENA 2014 (abstr 9LBA),ASCO 2015 (abstr 8001);Erlotinib:PMID: 21430269;Erlotinib:PMID: 24781527;Gefitinib:PMID: 18509184;Gefitinib:PMID: 20686428;Gefitinib:PMID: 20871262;Gefitinib:PMID: 21030498;Gefitinib:PMID: 22215752;Gefitinib:PMID: 22815900;Gefitinib:PMID: 23180674;Gefitinib:PMID: 23407566;Gefitinib:PMID: 23886554;HM61713:NCT02322281;HSP90 inhibitors:ESMO 2012 (abstr 4380);MEK inhibitor (alone or in combination)s:PMID: 23102728;Osimertinib:FDA;Rociletinib:NCT02322281;Tyrosine kinase inhibitor - NS:PMID: 22773810;Tyrosine kinase inhibitor - NS:PMID: 25939061;Tyrosine kinase inhibitor - NS:PMID: 23542356;Tyrosine kinase inhibitor - NS:PMID: 24035188||Afatinib:FDA;Erlotinib:FDA;Gefitinib:FDA;Osimertinib:NCT02465060||Afatinib:PMID: 22753918, 25589191;Afatinib:ESMO 2012 (abstr 1289);Cetuximab:ESMO 2012 (abstr 1289);Erlotinib:PMID: 22190593||AZD9291:PMID: 25939061||Cetuximab:PMID: 23578570||Cetuximab:FDA||Cetuximab + Sirolimus:PMID: 24934779||Erlotinib:PMID: 17177598||Erlotinib:PMID: 26773740||Erlotinib:PMID: 17177598||Erlotinib:PMID: 26773740||Erlotinib:PMID: 17177598||Erlotinib:PMID: 17177598||Erlotinib:PMID: 26773740, 23328547||Erlotinib:NCCN||Erlotinib:PMID: 27102076;Erlotinib:PMID: 27102076||Gefitinib:PMID: 24950987||Lapatinib:PMID: 22885469||novel EGFR mAb inhibitors:PMID: 25962717;Panitumumab:PMID: 22270724||Osimertinib:PMID: 26515464||Rindopepimut:NCT01480479	Afatinib:.||Afatinib:.||Afatinib:NCCN;EGFR inhibitor 1st gens:PMID: 19680293;EGFR inhibitor 2nd gens:PMID: 22452896;Erlotinib:NCCN;Erlotinib:.;Gefitinib:.;Lapatinib:.||Cetuximab:PMID: 22270724, 26059438, 25623215, 22270724, 26888827;Cetuximab:PMID: 25623215;Panitumumab:PMID: 26059438||Cetuximab:PMID: 25623215||Cetuximab:PMID: 22270724, 26059438, 25623215, 22270724, 26888827||Cetuximab:PMID: 22270724, 26059438, 25623215, 22270724, 26888827||Cetuximab:PMID: 25623215||Cetuximab:PMID: 22270724, 26059438, 25623215, 22270724, 26888827||Cetuximab:PMID: 24813888;Erlotinib:PMID: 24813888||Cetuximab:PMID: 24813888;Erlotinib:PMID: 24813888||EGFR inhibitor 3rd gens:PMID: 25939061||EGFR inhibitor 1st gens:PMID: 19680293;Erlotinib:PMID: 19680293||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:PMID: 26773740||Erlotinib:ASCO2015(abstre19028);Gefitinib:PMID: 21274259, 22261807||Gefitinib:PMID: 21274259||Gefitinib:PMID: 21274259||Osimertinib:ASCO 2017 (abstr 2572)||Osimertinib:ASCO 2017 (abstr 2572)||Panitumumab:FDA guidelines||Rociletinib:PMID: 27283993
EGFR	mut	0.40%		25362482	research	22.76	2014	106	503例样本（488 HCC，15 IHCC）,文献附件无法下载，根据图标预估比例	Afatinib:FDA;Afatinib + Cetuximab:ESMO 2012 (abstr 1289);EGFR TK inhibitors:PMID: 22753918;Gefitinib:FDA;HSP90 inhibitors:ESMO 2012 (abstr 4380);MEK inhibitor (alone or in combination)s:PMID: 23102728||Afatinib:FDA;Afatinib + Cetuximab:ESMO 2012 (abstr 1289);EGFR TK inhibitors:PMID: 22753918;Gefitinib:FDA;HSP90 inhibitors:ESMO 2012 (abstr 4380);MEK inhibitor (alone or in combination)s:PMID: 23102728||Afatinib:FDA;Afatinib + Cetuximab:ESMO 2012 (abstr 1289);EGFR TK inhibitors:PMID: 22753918;Gefitinib:FDA;HSP90 inhibitors:ESMO 2012 (abstr 4380);MEK inhibitor (alone or in combination)s:PMID: 23102728||Afatinib:FDA;Afatinib + Cetuximab:ESMO 2012 (abstr 1289);EGFR TK inhibitors:PMID: 22753918;Gefitinib:FDA;HSP90 inhibitors:ESMO 2012 (abstr 4380);MEK inhibitor (alone or in combination)s:PMID: 23102728||Afatinib:FDA;Afatinib + Cetuximab:ESMO 2012 (abstr 1289);EGFR TK inhibitors:PMID: 22753918;Gefitinib:FDA;HSP90 inhibitors:ESMO 2012 (abstr 4380);MEK inhibitor (alone or in combination)s:PMID: 23102728||Afatinib:FDA;Afatinib + Cetuximab:ESMO 2012 (abstr 1289);EGFR TK inhibitors:PMID: 22753918;Erlotinib:NCCN;Erlotinib:FDA;Gefitinib:FDA;HSP90 inhibitors:ESMO 2012 (abstr 4380);MEK inhibitor (alone or in combination)s:PMID: 23102728;Osimertinib:NCT02465060||Afatinib:FDA;Afatinib + Cetuximab:ESMO 2012 (abstr 1289);EGFR TK inhibitors:PMID: 22753918;Gefitinib:FDA;HSP90 inhibitors:ESMO 2012 (abstr 4380);MEK inhibitor (alone or in combination)s:PMID: 23102728||Afatinib:FDA;Afatinib + Cetuximab:ESMO 2012 (abstr 1289);EGFR TK inhibitors:PMID: 22753918;Gefitinib:FDA;HSP90 inhibitors:ESMO 2012 (abstr 4380);MEK inhibitor (alone or in combination)s:PMID: 23102728||Afatinib:FDA;Afatinib + Cetuximab:ESMO 2012 (abstr 1289);EGFR TK inhibitors:PMID: 22753918;Gefitinib:FDA;HSP90 inhibitors:ESMO 2012 (abstr 4380);MEK inhibitor (alone or in combination)s:PMID: 23102728||Afatinib:FDA;Afatinib + Cetuximab:ESMO 2012 (abstr 1289);EGFR TK inhibitors:PMID: 22753918;Erlotinib:NCCN;Gefitinib:FDA;HSP90 inhibitors:ESMO 2012 (abstr 4380);MEK inhibitor (alone or in combination)s:PMID: 23102728||Afatinib:PMID: 27553514;Afatinib + Cetuximab:PMID: 25074459;Afatinib + Nimotuzumab:PMID: 26667485;AZD9291:PMID: 25939061;AZD9291:PMID: 26473643;EGFR inhibitor 3rd gens:ASCO 2014 (abstr 8009),ENA 2014 (abstr 10LBA),ENA 2014 (abstr 9LBA),ASCO 2015 (abstr 8001);Erlotinib:PMID: 21430269;Erlotinib:PMID: 24781527;Gefitinib:PMID: 18509184;Gefitinib:PMID: 20686428;Gefitinib:PMID: 20871262;Gefitinib:PMID: 21030498;Gefitinib:PMID: 22215752;Gefitinib:PMID: 22815900;Gefitinib:PMID: 23180674;Gefitinib:PMID: 23407566;Gefitinib:PMID: 23886554;HM61713:NCT02322281;HSP90 inhibitors:ESMO 2012 (abstr 4380);MEK inhibitor (alone or in combination)s:PMID: 23102728;Osimertinib:FDA;Rociletinib:NCT02322281;Tyrosine kinase inhibitor - NS:PMID: 22773810;Tyrosine kinase inhibitor - NS:PMID: 25939061;Tyrosine kinase inhibitor - NS:PMID: 23542356;Tyrosine kinase inhibitor - NS:PMID: 24035188||Afatinib:FDA;Erlotinib:FDA;Gefitinib:FDA;Osimertinib:NCT02465060||Afatinib:PMID: 22753918, 25589191;Afatinib:ESMO 2012 (abstr 1289);Cetuximab:ESMO 2012 (abstr 1289);Erlotinib:PMID: 22190593||AZD9291:PMID: 25939061||Cetuximab:PMID: 23578570||Cetuximab:FDA||Cetuximab + Sirolimus:PMID: 24934779||Erlotinib:PMID: 17177598||Erlotinib:PMID: 26773740||Erlotinib:PMID: 17177598||Erlotinib:PMID: 26773740||Erlotinib:PMID: 17177598||Erlotinib:PMID: 17177598||Erlotinib:PMID: 26773740, 23328547||Erlotinib:NCCN||Erlotinib:PMID: 27102076;Erlotinib:PMID: 27102076||Gefitinib:PMID: 24950987||Lapatinib:PMID: 22885469||novel EGFR mAb inhibitors:PMID: 25962717;Panitumumab:PMID: 22270724||Osimertinib:PMID: 26515464||Rindopepimut:NCT01480479	Afatinib:.||Afatinib:.||Afatinib:NCCN;EGFR inhibitor 1st gens:PMID: 19680293;EGFR inhibitor 2nd gens:PMID: 22452896;Erlotinib:NCCN;Erlotinib:.;Gefitinib:.;Lapatinib:.||Cetuximab:PMID: 22270724, 26059438, 25623215, 22270724, 26888827;Cetuximab:PMID: 25623215;Panitumumab:PMID: 26059438||Cetuximab:PMID: 25623215||Cetuximab:PMID: 22270724, 26059438, 25623215, 22270724, 26888827||Cetuximab:PMID: 22270724, 26059438, 25623215, 22270724, 26888827||Cetuximab:PMID: 25623215||Cetuximab:PMID: 22270724, 26059438, 25623215, 22270724, 26888827||Cetuximab:PMID: 24813888;Erlotinib:PMID: 24813888||Cetuximab:PMID: 24813888;Erlotinib:PMID: 24813888||EGFR inhibitor 3rd gens:PMID: 25939061||EGFR inhibitor 1st gens:PMID: 19680293;Erlotinib:PMID: 19680293||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:.;Gefitinib:.;Lapatinib:.||Erlotinib:PMID: 26773740||Erlotinib:ASCO2015(abstre19028);Gefitinib:PMID: 21274259, 22261807||Gefitinib:PMID: 21274259||Gefitinib:PMID: 21274259||Osimertinib:ASCO 2017 (abstr 2572)||Osimertinib:ASCO 2017 (abstr 2572)||Panitumumab:FDA guidelines||Rociletinib:PMID: 27283993
KRAS	mut	1.00%		28622513	research	22.79	2017	21	来源于363 HCC WES样本，其中196例收录在TCGA中	Abemaciclib:PMID: 27217383;BCL2 inhibitor:PMID: 25968887;Decitabine:PMID: 25968887;Gemcitabine:PMID: 23583440;MEK inhibitor:PMID: 23583440;MEK inhibitor:PMID: 25294897;Ponatinib:PMID: 27338794;Regorafenib:FDA guidelines;Selumetinib:NCT00890825;Sorafenib:PMID: 25294897;Trametinib:PMID: 27338794	Cetuximab:PMID: 27114605;Cetuximab:PMID: 27114605||Cetuximab:FDA guidelines;Lapatinib:ASCO 2015 (abstr 3508),NCT01104571,EBCC10;Panitumumab:FDA guidelines;Selumetinib:PMID: 26802155;Trastuzumab:ASCO 2015 (abstr 3508),NCT01104571,EBCC10||Docetaxel:PMID: 22425996;MEK inhibitor:PMID: 22425996||Docetaxel:PMID: 22425996;MEK inhibitor:PMID: 22425996||Imatinib:PMID: 24687822
KRAS		19.00%		26405193	research	8.39	2015	19		Abemaciclib:PMID: 27217383;BCL2 inhibitor:PMID: 25968887;Decitabine:PMID: 25968887;Gemcitabine:PMID: 23583440;MEK inhibitor:PMID: 23583440;MEK inhibitor:PMID: 25294897;Ponatinib:PMID: 27338794;Regorafenib:FDA guidelines;Selumetinib:NCT00890825;Sorafenib:PMID: 25294897;Trametinib:PMID: 27338794	Cetuximab:PMID: 27114605;Cetuximab:PMID: 27114605||Cetuximab:FDA guidelines;Lapatinib:ASCO 2015 (abstr 3508),NCT01104571,EBCC10;Panitumumab:FDA guidelines;Selumetinib:PMID: 26802155;Trastuzumab:ASCO 2015 (abstr 3508),NCT01104571,EBCC10||Docetaxel:PMID: 22425996;MEK inhibitor:PMID: 22425996||Docetaxel:PMID: 22425996;MEK inhibitor:PMID: 22425996||Imatinib:PMID: 24687822
KRAS	mut	16.50%	RAS/RAF kinase	28667006	research	3.46	2017	5	489 CCA(ICC和ECC）,94例DNA测序	Abemaciclib:PMID: 27217383;BCL2 inhibitor:PMID: 25968887;Decitabine:PMID: 25968887;Gemcitabine:PMID: 23583440;MEK inhibitor:PMID: 23583440;MEK inhibitor:PMID: 25294897;Ponatinib:PMID: 27338794;Regorafenib:FDA guidelines;Selumetinib:NCT00890825;Sorafenib:PMID: 25294897;Trametinib:PMID: 27338794	Cetuximab:PMID: 27114605;Cetuximab:PMID: 27114605||Cetuximab:FDA guidelines;Lapatinib:ASCO 2015 (abstr 3508),NCT01104571,EBCC10;Panitumumab:FDA guidelines;Selumetinib:PMID: 26802155;Trastuzumab:ASCO 2015 (abstr 3508),NCT01104571,EBCC10||Docetaxel:PMID: 22425996;MEK inhibitor:PMID: 22425996||Docetaxel:PMID: 22425996;MEK inhibitor:PMID: 22425996||Imatinib:PMID: 24687822
KRAS	mut	5.00%		28297679		8.4	2017	8	38 CCA（34个是ICC）。进一步用15个样本验证。该部分为两个样本集都有的	Abemaciclib:PMID: 27217383;BCL2 inhibitor:PMID: 25968887;Decitabine:PMID: 25968887;Gemcitabine:PMID: 23583440;MEK inhibitor:PMID: 23583440;MEK inhibitor:PMID: 25294897;Ponatinib:PMID: 27338794;Regorafenib:FDA guidelines;Selumetinib:NCT00890825;Sorafenib:PMID: 25294897;Trametinib:PMID: 27338794	Cetuximab:PMID: 27114605;Cetuximab:PMID: 27114605||Cetuximab:FDA guidelines;Lapatinib:ASCO 2015 (abstr 3508),NCT01104571,EBCC10;Panitumumab:FDA guidelines;Selumetinib:PMID: 26802155;Trastuzumab:ASCO 2015 (abstr 3508),NCT01104571,EBCC10||Docetaxel:PMID: 22425996;MEK inhibitor:PMID: 22425996||Docetaxel:PMID: 22425996;MEK inhibitor:PMID: 22425996||Imatinib:PMID: 24687822
KRAS		10.30%		25636086	research	11.23	2015	30	30例胆汁表现的肝癌，60 HCC WGS，数据收录在ICGC	Abemaciclib:PMID: 27217383;BCL2 inhibitor:PMID: 25968887;Decitabine:PMID: 25968887;Gemcitabine:PMID: 23583440;MEK inhibitor:PMID: 23583440;MEK inhibitor:PMID: 25294897;Ponatinib:PMID: 27338794;Regorafenib:FDA guidelines;Selumetinib:NCT00890825;Sorafenib:PMID: 25294897;Trametinib:PMID: 27338794	Cetuximab:PMID: 27114605;Cetuximab:PMID: 27114605||Cetuximab:FDA guidelines;Lapatinib:ASCO 2015 (abstr 3508),NCT01104571,EBCC10;Panitumumab:FDA guidelines;Selumetinib:PMID: 26802155;Trastuzumab:ASCO 2015 (abstr 3508),NCT01104571,EBCC10||Docetaxel:PMID: 22425996;MEK inhibitor:PMID: 22425996||Docetaxel:PMID: 22425996;MEK inhibitor:PMID: 22425996||Imatinib:PMID: 24687822
MET	(STV)CNV	2.3%(5/300)		27064257	research	20.83	2017	54	样本量300(HCC 268,24 ICC,8 Chcc/icc)	Cabozantinib:ENA 2015 (abstr A52);Crizotinib:NCT02499614,ASCO 2015 (abstr 2595);Crizotinib:ASCO 2014 (abstr 8001),ASCO 2015 (abstr 2595),ASCO GI 2015 (abstr 1);Crizotinib:PMID: 22162573;Panitumumab:ENA 2015 (abstr A52)||Crizotinib:AACR 2012 (abstr 1786)||Crizotinib:PMID: 17483355;MET inhibitors:PMID: 23213094||Crizotinib:PMID: 17483355;MET inhibitors:PMID: 23610116||Crizotinib:PMID: 17483355||Crizotinib:PMID: 17483355||Crizotinib:PMID: 17483355||Crizotinib:PMID: 27325282;Vemurafenib:PMID: 27325282||Crizotinib:PMID: 26432108;Trastuzumab:PMID: 26432108||Crizotinib:PMID: 27748748||Crizotinib:AACR 2016 (abstr CT2006)||Savolitinib:PMID: 28644771	Crizotinib:PMID: 17483355||Lapatinib:PMID: 22238368;Trastuzumab:PMID: 22850551;Trastuzumab:PMID: 22850551, PMID: 26432108||Osimertinib:PMID: 27252416;Rociletinib:PMID: 27252416||Panitumumab:PMID: 27325282;Vemurafenib:PMID: 27325282
MET	amp	1.00%	PI3K/AKT/MTOR pathway	27262756	Review	7.43	2016	12		Cabozantinib:ENA 2015 (abstr A52);Crizotinib:NCT02499614,ASCO 2015 (abstr 2595);Crizotinib:ASCO 2014 (abstr 8001),ASCO 2015 (abstr 2595),ASCO GI 2015 (abstr 1);Crizotinib:PMID: 22162573;Panitumumab:ENA 2015 (abstr A52)||Crizotinib:AACR 2012 (abstr 1786)||Crizotinib:PMID: 17483355;MET inhibitors:PMID: 23213094||Crizotinib:PMID: 17483355;MET inhibitors:PMID: 23610116||Crizotinib:PMID: 17483355||Crizotinib:PMID: 17483355||Crizotinib:PMID: 17483355||Crizotinib:PMID: 27325282;Vemurafenib:PMID: 27325282||Crizotinib:PMID: 26432108;Trastuzumab:PMID: 26432108||Crizotinib:PMID: 27748748||Crizotinib:AACR 2016 (abstr CT2006)||Savolitinib:PMID: 28644771	Crizotinib:PMID: 17483355||Lapatinib:PMID: 22238368;Trastuzumab:PMID: 22850551;Trastuzumab:PMID: 22850551, PMID: 26432108||Osimertinib:PMID: 27252416;Rociletinib:PMID: 27252416||Panitumumab:PMID: 27325282;Vemurafenib:PMID: 27325282
MET	amp	1.70%		28622513	research	22.79	2017	21	来源于363 HCC WES样本，其中196例收录在TCGA中	Cabozantinib:ENA 2015 (abstr A52);Crizotinib:NCT02499614,ASCO 2015 (abstr 2595);Crizotinib:ASCO 2014 (abstr 8001),ASCO 2015 (abstr 2595),ASCO GI 2015 (abstr 1);Crizotinib:PMID: 22162573;Panitumumab:ENA 2015 (abstr A52)||Crizotinib:AACR 2012 (abstr 1786)||Crizotinib:PMID: 17483355;MET inhibitors:PMID: 23213094||Crizotinib:PMID: 17483355;MET inhibitors:PMID: 23610116||Crizotinib:PMID: 17483355||Crizotinib:PMID: 17483355||Crizotinib:PMID: 17483355||Crizotinib:PMID: 27325282;Vemurafenib:PMID: 27325282||Crizotinib:PMID: 26432108;Trastuzumab:PMID: 26432108||Crizotinib:PMID: 27748748||Crizotinib:AACR 2016 (abstr CT2006)||Savolitinib:PMID: 28644771	Crizotinib:PMID: 17483355||Lapatinib:PMID: 22238368;Trastuzumab:PMID: 22850551;Trastuzumab:PMID: 22850551, PMID: 26432108||Osimertinib:PMID: 27252416;Rociletinib:PMID: 27252416||Panitumumab:PMID: 27325282;Vemurafenib:PMID: 27325282
MET	amp,mut	1.30%	PI3K/AKT/MTOR pathway	25822088	research	23.17	2015	153	243 样本（14% HBV）	Cabozantinib:ENA 2015 (abstr A52);Crizotinib:NCT02499614,ASCO 2015 (abstr 2595);Crizotinib:ASCO 2014 (abstr 8001),ASCO 2015 (abstr 2595),ASCO GI 2015 (abstr 1);Crizotinib:PMID: 22162573;Panitumumab:ENA 2015 (abstr A52)||Crizotinib:AACR 2012 (abstr 1786)||Crizotinib:PMID: 17483355;MET inhibitors:PMID: 23213094||Crizotinib:PMID: 17483355;MET inhibitors:PMID: 23610116||Crizotinib:PMID: 17483355||Crizotinib:PMID: 17483355||Crizotinib:PMID: 17483355||Crizotinib:PMID: 27325282;Vemurafenib:PMID: 27325282||Crizotinib:PMID: 26432108;Trastuzumab:PMID: 26432108||Crizotinib:PMID: 27748748||Crizotinib:AACR 2016 (abstr CT2006)||Savolitinib:PMID: 28644771	Crizotinib:PMID: 17483355||Lapatinib:PMID: 22238368;Trastuzumab:PMID: 22850551;Trastuzumab:PMID: 22850551, PMID: 26432108||Osimertinib:PMID: 27252416;Rociletinib:PMID: 27252416||Panitumumab:PMID: 27325282;Vemurafenib:PMID: 27325282
MET	amp	0.50%		25362482	research	22.76	2014	106	503例样本（488 HCC，15 IHCC）,文献附件无法下载，根据图标预估比例	Cabozantinib:ENA 2015 (abstr A52);Crizotinib:NCT02499614,ASCO 2015 (abstr 2595);Crizotinib:ASCO 2014 (abstr 8001),ASCO 2015 (abstr 2595),ASCO GI 2015 (abstr 1);Crizotinib:PMID: 22162573;Panitumumab:ENA 2015 (abstr A52)||Crizotinib:AACR 2012 (abstr 1786)||Crizotinib:PMID: 17483355;MET inhibitors:PMID: 23213094||Crizotinib:PMID: 17483355;MET inhibitors:PMID: 23610116||Crizotinib:PMID: 17483355||Crizotinib:PMID: 17483355||Crizotinib:PMID: 17483355||Crizotinib:PMID: 27325282;Vemurafenib:PMID: 27325282||Crizotinib:PMID: 26432108;Trastuzumab:PMID: 26432108||Crizotinib:PMID: 27748748||Crizotinib:AACR 2016 (abstr CT2006)||Savolitinib:PMID: 28644771	Crizotinib:PMID: 17483355||Lapatinib:PMID: 22238368;Trastuzumab:PMID: 22850551;Trastuzumab:PMID: 22850551, PMID: 26432108||Osimertinib:PMID: 27252416;Rociletinib:PMID: 27252416||Panitumumab:PMID: 27325282;Vemurafenib:PMID: 27325282
PBRM1	mut	6.50%	Epigenetic modifiers,	28667006	research	3.46	2017	5	489 CCA(ICC和ECC）,94例DNA测序	Everolimus:PMID: 25997916	None
PBRM1	mut	21.00%	chromatin remodeling	28297679		8.4	2017	8	38 CCA（34个是ICC）。进一步用15个样本验证。该部分为两个样本集都有的	Everolimus:PMID: 25997916	None
PBRM1	mut	21.00%	chromatin remodeling	28297679		8.4	2017	8	仅在第一阶段出现	Everolimus:PMID: 25997916	None
PBRM1	mut	17.00%		24185509	research	24.17	2013	164	32 iCC，9 gall-bladder carcinomas	Everolimus:PMID: 25997916	None
PBRM1		10.30%		25636086	research	11.23	2015	30	30例胆汁表现的肝癌，60 HCC WGS，数据收录在ICGC	Everolimus:PMID: 25997916	None
VEGFA	amp	1.00%	PI3K/AKT/MTOR pathway,MAP kinase pathway	27262756	Review	7.43	2016	12		Sorafenib:PMID: 24687604	None
VEGFA	amp	8.00%		28622513	research	22.79	2017	21	来源于363 HCC WES样本，其中196例收录在TCGA中	Sorafenib:PMID: 24687604	None
VEGFA	mut	0.90%	PI3K/AKT/MTOR pathway,MAP kinase pathway	25822088	research	23.17	2015	153	243 样本（14% HBV）	Sorafenib:PMID: 24687604	None
VEGFA	amp	17/547 (3.1)*	VEGF signalling	26099984	Review	4.91	2015	86		Sorafenib:PMID: 24687604	None
VEGFA	amp	7-11%	Ras/raf/mapk,Akt/mtor	26099527	Review	7.67	2015	77		Sorafenib:PMID: 24687604	None
ARID1B	mut	11.1%（3/27）；		22634756	research	24.17	2012	438	前者频率来源于27 WGS测序样本，后者来源于验证样本，	None	None
ARID1B	mut	1.30%	chromatin remodeling	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	None
ARID1B	mut	5.00%		28297679		8.4	2017	8	仅在第一阶段出现	None	None
ARID1B	mut	6.7%(8/120)		22634756	research	24.17	2012	443	25 HCC（11 HBV，14 HCV)；120 HCC validation set	None	None
CDKN1A	mut	2.10%	p53/cell cycle	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	None
CDKN1A	mut	2.10%	p53/cell cycle	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	None
CDKN1A	mut	3.00%		28297679		8.4	2017	8	仅在第一阶段出现	None	None
CDKN1A	mut	1.80%	p53-Rb pathway	25362482	research	22.76	2014	106	503例样本（488 HCC，15 IHCC）,文献附件无法下载，根据图标预估比例	None	None
